generic_name,cardiotoxicity__binary,cardiotoxicity__ternary,dermatological_toxicity__binary,dermatological_toxicity__ternary,hematological__binary,hematological__ternary,infertility__binary,infertility__ternary,liver_toxicity__binary,liver_toxicity__ternary,ototoxicity__binary,ototoxicity__ternary,pulmonary_toxicity__binary,pulmonary_toxicity__ternary,renal_toxicity__binary,renal_toxicity__ternary,SMILES_standardized,SMILES_clean,SMILES_filled,SMILES_source,name_best_query,name_corrected,SMILES_recovered,SMILES_recovered_source,recovery_status,SMILES_recovered_v3,SMILES_recovered_v3_source,recovery_debug_v3
INSULIN LISPRO-AABC,0,,1,Most,0,,0,,0,,0,,0,,0,,CC(C)CC(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CO)NC(=O)CNC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CS)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)O)C(C)O)C(C)O)C(C)C.CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CS)C(=O)NC(CC(N)=O)C(=O)O)C(C)CC)C(C)O)C(C)C,cc(c)cc(nc(=o)c(c)nc(=o)c(ccc(=o)o)nc(=o)c(nc(=o)c(cc(c)c)nc(=o)c(cc1cnc[nh]1)nc(=o)c(co)nc(=o)cnc(=o)c(cs)nc(=o)c(cc(c)c)nc(=o)c(cc1cnc[nh]1)nc(=o)c(ccc(n)=o)nc(=o)c(cc(n)=o)nc(=o)c(nc(=o)c(n)cc1ccccc1)c(c)c)c(c)c)c(=o)nc(cc1ccc(o)cc1)c(=o)nc(cc(c)c)c(=o)nc(c(=o)nc(cs)c(=o)ncc(=o)nc(ccc(=o)o)c(=o)nc(cccnc(=n)n)c(=o)ncc(=o)nc(cc1ccccc1)c(=o)nc(cc1ccccc1)c(=o)nc(cc1ccc(o)cc1)c(=o)nc(c(=o)nc(ccccn)c(=o)n1cccc1c(=o)nc(c(=o)o)c(c)o)c(c)o)c(c)c.ccc(c)c(nc(=o)cn)c(=o)nc(c(=o)nc(ccc(=o)o)c(=o)nc(ccc(n)=o)c(=o)nc(cs)c(=o)nc(cs)c(=o)nc(c(=o)nc(co)c(=o)nc(c(=o)nc(cs)c(=o)nc(co)c(=o)nc(cc(c)c)c(=o)nc(cc1ccc(o)cc1)c(=o)nc(ccc(n)=o)c(=o)nc(cc(c)c)c(=o)nc(ccc(=o)o)c(=o)nc(cc(n)=o)c(=o)nc(cc1ccc(o)cc1)c(=o)nc(cs)c(=o)nc(cc(n)=o)c(=o)o)c(c)cc)c(c)o)c(c)c,CC(C)CC(NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CO)NC(=O)CNC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc1ccccc1)C(C)C)C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CS)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(C(=O)O)C(C)O)C(C)O)C(C)C.CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC(CS)C(=O)NC(CS)C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CS)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CS)C(=O)NC(CC(N)=O)C(=O)O)C(C)CC)C(C)O)C(C)C,Original,,,,,,,,
INTERFERON ALFA-N3,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,,NotFound,INTERFERON ALFA-N3,INTERFERON ALFA-N3,,,not_found | variants_tried=4,,None,"no_hit | variants=['INTERFERON ALFA N', 'INTERFERON N', 'INTERFERON', 'INTERFERON ALFA']"
INTERFERON BETA-1A,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,INTERFERON BETA-1A,INTERFERON BETA-1A,,,not_found | variants_tried=4,,None,"no_hit | variants=['INTERFERON BETA A', 'INTERFERON A', 'INTERFERON', 'INTERFERON BETA']"
INTERFERON BETA-1B,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,Not found,not found,,NotFound,INTERFERON BETA-1B,INTERFERON BETA-1B,,,not_found | variants_tried=4,,None,"no_hit | variants=['INTERFERON BETA B', 'INTERFERON B', 'INTERFERON', 'INTERFERON BETA']"
INTERFERON GAMMA-1B,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,Not found,not found,COc1c2ccoc2nc2c(OC)cccc12,ChEMBL,INTERFERON GAMMA-1B,INTERFERON GAMMA-1B,,,not_found | variants_tried=4,COc1c2ccoc2nc2c(OC)cccc12,ChEMBL,query='INTERFERON GAMMA B' via chembl | tried=4
INTRALIPID,0,,0,,1,Most,0,,1,Most,0,,1,Most,0,,CCCCCC=CCC=CCCCCCCCC(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,cccccc=ccc=ccccccccc(=o)o.ccccccccc=ccccccccc(=o)oc(coc(=o)ccccccccccccccc)cop(=o)(o)occ[n+](c)(c)c,CCCCCC=CCC=CCCCCCCCC(=O)O.CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C,Original,,,,,,,,
IODINATED I-125 ALBUMIN,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,CC(I)C1OCC(CO)O1,ChEMBL,IODINATED I-125 ALBUMIN,IODINATED I-125 ALBUMIN,CC(I)C1OCC(CO)O1,ChEMBL,found_chembl | variants_tried=4,,,
IODINATED I-131 ALBUMIN,0,,0,,0,,0,,0,,0,,0,,0,,Not found,not found,N=C(N)NCc1cccc([131I])c1,ChEMBL,IODINATED I-131 ALBUMIN,IODINATED I-131 ALBUMIN,N=C(N)NCc1cccc([131I])c1,ChEMBL,found_chembl | variants_tried=4,,,
IOPROMIDE,1,Most,1,Most,1,,0,,0,,0,,1,Most,1,Most,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,cocc(=o)nc1c(i)c(c(=o)ncc(o)co)c(i)c(c(=o)n(c)cc(o)co)c1i,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,Original,,,,,,,,
IOVERSOL,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,1,Most,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,o=c(ncc(o)co)c1c(i)c(c(=o)ncc(o)co)c(i)c(n(cco)c(=o)co)c1i,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,Original,,,,,,,,
IPILIMUMAB,1,Most,1,Most,1,Most,0,,1,Most,0,,1,Most,1,Most,Not found,not found,,NotFound,IPILIMUMAB,IPILIMUMAB,,,not_found | variants_tried=1,,,
IPRATROPIUM BROMIDE,1,,1,Most,0,,0,,0,,0,,0,Most,0,,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,cc(c)[n+]1(c)[c@@h]2cc[c@h]1c[c@@h](oc(=o)c(co)c1ccccc1)c2,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,Original,,,,,,,,
IPTACOPAN,0,,1,Most,1,Most,1,,0,,0,,0,,0,,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,cco[c@h]1ccn(cc2c(oc)cc(c)c3[nh]ccc23)[c@h](c2ccc(c(=o)o)cc2)c1,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,Original,,,,,,,,
IRINOTECAN HYDROCHLOIDE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,Most,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,ccc1c2c(nc3ccc(oc(=o)n4ccc(n5ccccc5)cc4)cc13)-c1cc3c(c(=o)n1c2)coc(=o)c3(o)cc,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)C3(O)CC,Original,,,,,,,,
IRINOTECAN HYDROCHLOIDE; IRINOTECAN HYDROCHLORIDE,1,Most,1,Most,1,Most,1,Most,1,Most,0,,1,Most,1,,Not found,not found,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl.O.O.O,ChEMBL,,,,,,,,
IRON SUCROSE,1,Most,1,Most,1,,0,,0,,0,,0,,0,,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],occ1oc(oc2(co)oc(co)c(o)c2o)c(o)c(o)c1o.[fe+3].[fe+3].[fe+3].[fe+3].[fe+3],OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3],Original,,,,,,,,
ISATUXIMAB,1,Most,1,Most,1,Most,0,,0,,0,,1,Most,0,,Not found,not found,,NotFound,ISATUXIMAB,ISATUXIMAB,,,not_found | variants_tried=1,,,
ISOPROTERENOL HYDROCHLORIDE,1,Most,1,,0,,0,,0,,0,,1,Most,0,,CC(C)NCC(O)c1ccc(O)c(O)c1,cc(c)ncc(o)c1ccc(o)c(o)c1,CC(C)NCC(O)c1ccc(O)c(O)c1,Original,,,,,,,,
IXEKIZUMAB,0,,1,Most,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,IXEKIZUMAB,IXEKIZUMAB,,,not_found | variants_tried=1,,,
KETOTOLAC TROMETHAMINE,1,Most,1,Most,1,Most,1,Most,1,Most,1,,1,Most,1,Most,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,nc(co)(co)co.o=c(c1ccccc1)c1ccc2n1ccc2c(=o)o,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Original,,,,,,,,
KIT FOR THE PREPARATION OF GALLIUM GA 68 GOZETOTIDE,0,,0,,0,,0,,0,,0,,0,,0,,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,o=c(o)ccc1ccc(o)c(cn(ccn(cc(=o)o)cc2cc(ccc(=o)ncccccc(=o)nccccc(nc(=o)nc(ccc(=o)o)c(=o)o)c(=o)o)ccc2o)cc(=o)o)c1,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCCC(NC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1,Original,,,,,,,,
KIT FOR THE PREPARATION OF TECHNETIUM TC 99M ALBUMIN AGGREGATED,1,Most,1,,0,,0,,0,,0,,1,Most,0,,Not found,not found,Cn1cc(-c2cc(Oc3cc(F)c(NC(=O)C4(C(=O)Nc5ccccc5)CC4)cc3F)ccn2)cn1,ChEMBL,KIT,KIT FOR THE PREPARATION OF TECHNETIUM TC 99M ALBUMIN AGGREGATED,Cn1cc(-c2cc(Oc3cc(F)c(NC(=O)C4(C(=O)Nc5ccccc5)CC4)cc3F)ccn2)cn1,ChEMBL,found_chembl | variants_tried=4,,,
KIT FOR THE PREPARATION OF TECHNETIUM TC 99M MEBROFENIN,0,,1,,0,,0,,0,,0,,0,,0,,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,cc1cc(c)c(nc(=o)cn(cc(=o)o)cc(=o)o)c(c)c1br,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,Original,,,,,,,,
KIT FOR THE PREPARATION OF TECHNETIUM TC99M SESTAMIBI,1,,1,,0,,1,Most,0,,0,,0,,0,,Not found,not found,Fc1ccc(N2CC3CC3(C#Cc3ccccn3)C2)cc1,ChEMBL,KIT FOR THE PREPARATION OF TECHNETIUM TC99M SESTAMIBI,KIT FOR THE PREPARATION OF TECHNETIUM TC99M SESTAMIBI,Fc1ccc(N2CC3CC3(C#Cc3ccccn3)C2)cc1,ChEMBL,found_chembl | variants_tried=4,,,
LABETALOL,1,Most,1,Most,0,,0,,1,Most,0,,1,Most,0,,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,cc(ccc1ccccc1)ncc(o)c1ccc(o)c(c(n)=o)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Original,,,,,,,,
LABETALOL HCL,1,Most,1,,0,,0,,1,Most,0,,1,Most,1,,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,cc(ccc1ccccc1)ncc(o)c1ccc(o)c(c(n)=o)c1,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Original,,,,,,,,
LACOSAMIDE ORAL SOLUTION,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,,COCC(NC(C)=O)C(=O)NCc1ccccc1,cocc(nc(c)=o)c(=o)ncc1ccccc1,COCC(NC(C)=O)C(=O)NCc1ccccc1,Original,,,,,,,,
"LACTULOSE SOLUTION USP, 10 G/15 ML",0,,0,,0,,0,,0,,0,,0,,0,,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,occ1oc(oc2c(co)oc(o)(co)c2o)c(o)c(o)c1o,OCC1OC(OC2C(CO)OC(O)(CO)C2O)C(O)C(O)C1O,Original,,,,,,,,
LAMIVUDINE ORAL,0,,1,,1,Most,0,,1,Most,0,,0,,0,,Nc1ccn(C2CSC(CO)O2)c(=O)n1,nc1ccn(c2csc(co)o2)c(=o)n1,Nc1ccn(C2CSC(CO)O2)c(=O)n1,Original,,,,,,,,
LAMOTIRIGINE,0,,0,,0,,0,,0,,0,,0,,0,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,nc1nnc(-c2cccc(cl)c2cl)c(n)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Original,,,,,,,,
LAMOTRIGINE CHEWABLE DISPERSIBLE,1,,1,Most,1,Most,0,,1,Most,0,,0,,0,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,nc1nnc(-c2cccc(cl)c2cl)c(n)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Original,,,,,,,,
LAMOTRIGINE ER,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,nc1nnc(-c2cccc(cl)c2cl)c(n)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Original,,,,,,,,
LAMOTRIGINE EXTENDED RELEASE,1,Most,1,Most,1,Most,0,,1,,1,,0,,1,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,nc1nnc(-c2cccc(cl)c2cl)c(n)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Original,,,,,,,,
LAMOTRIGINE EXTENDED-RELEASE,1,Most,1,Most,1,Most,0,,1,Most,0,,0,,1,,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,nc1nnc(-c2cccc(cl)c2cl)c(n)n1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,Original,,,,,,,,
LANADELUMAB-FLYO,0,,1,Most,1,,0,,1,,0,,0,,0,,Not found,not found,,NotFound,LANADELUMAB-FLYO,LANADELUMAB-FLYO,,,not_found | variants_tried=3,,None,"no_hit | variants=['LANADELUMAB FLYO', 'LANADELUMAB']"
LARONIDASE,1,Most,1,Most,1,,0,,0,,0,,1,Most,0,,Not found,not found,,NotFound,LARONIDASE,LARONIDASE,,,not_found | variants_tried=1,,,
LATANOPROST,1,,1,Most,0,,0,,0,,0,,1,,0,,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,cc(c)oc(=o)ccc/c=c\c[c@@h]1[c@@h](cc[c@@h](o)ccc2ccccc2)[c@h](o)c[c@@h]1o,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,Original,,,,,,,,
LATANOPROST OPHTHALMIC SOLUTION 0.005%,1,,1,Most,0,,0,,0,,0,,1,,0,,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,cc(c)oc(=o)cccc=ccc1c(o)cc(o)c1ccc(o)ccc1ccccc1,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,Original,,,,,,,,
LATANOPROSTENE BUNOD,0,,1,Most,0,,0,,0,,0,,0,,0,,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],o=c(ccc/c=c\c[c@@h]1[c@@h](cc[c@@h](o)ccc2ccccc2)[c@h](o)c[c@@h]1o)occcco[n+](=o)[o-],O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)OCCCCO[N+](=O)[O-],Original,,,,,,,,
LECANEMAB,0,,1,,1,Most,0,,0,,0,,0,,0,,Not found,not found,,NotFound,LECANEMAB,LECANEMAB,,,not_found | variants_tried=1,,,
LEFLUNOMIDE,0,,1,Most,1,Most,0,,1,Most,0,,1,Most,0,,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,cc1oncc1c(=o)nc1ccc(c(f)(f)f)cc1,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,Original,,,,,,,,
LENACAPAVIR SODIUM,0,,1,Most,0,,0,,0,,0,,0,,0,,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,cc(c)(c#cc1ccc(-c2ccc(cl)c3c(ns(c)(=o)=o)nn(cc(f)(f)f)c23)c([c@h](cc2cc(f)cc(f)c2)nc(=o)cn2nc(c(f)(f)f)c3c2c(f)(f)[c@@h]2c[c@h]32)n1)s(c)(=o)=o,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,Original,,,,,,,,
LENIOLISIB,1,Most,1,Most,1,,1,,0,,0,,0,,0,,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,ccc(=o)n1cc[c@h](nc2ncnc3c2cn(c2cnc(oc)c(c(f)(f)f)c2)cc3)c1,CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,Original,,,,,,,,
LETROZOLE TABLETS,1,Most,1,Most,1,,1,Most,1,Most,0,,0,,0,,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,n#cc1ccc(c(c2ccc(c#n)cc2)n2cncn2)cc1,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,Original,,,,,,,,
LEUPROLIDE,1,Most,1,Most,1,,1,Most,0,,0,,1,,0,,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,ccnc(=o)[c@@h]1cccn1c(=o)[c@h](cccnc(=n)n)nc(=o)[c@h](cc(c)c)nc(=o)[c@@h](cc(c)c)nc(=o)[c@h](cc1ccc(o)cc1)nc(=o)[c@h](co)nc(=o)[c@h](cc1c[nh]c2ccccc12)nc(=o)[c@h](cc1c[nh]cn1)nc(=o)[c@@h]1ccc(=o)n1,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,Original,,,,,,,,
LEVALBUTEROL TARTRATE,1,Most,1,Most,0,,0,,0,,0,,1,Most,1,,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,cc(c)(c)nc[c@h](o)c1ccc(o)c(co)c1.cc(c)(c)nc[c@h](o)c1ccc(o)c(co)c1.o=c(o)c(o)c(o)c(=o)o,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
LEVERTIRACETAM,0,,1,Most,1,Most,0,,1,,0,,0,,1,,CCC(C(N)=O)N1CCCC1=O,ccc(c(n)=o)n1cccc1=o,CCC(C(N)=O)N1CCCC1=O,Original,,,,,,,,
LEVETIRACETAM ER,0,,1,Most,1,Most,0,,0,,0,,0,,1,Most,CCC(C(N)=O)N1CCCC1=O,ccc(c(n)=o)n1cccc1=o,CCC(C(N)=O)N1CCCC1=O,Original,,,,,,,,
LEVETIRACETAM IN SODIUM CHLORIDE,0,,1,Most,1,Most,0,,1,,0,,0,,1,,CCC(C(N)=O)N1CCCC1=O,ccc(c(n)=o)n1cccc1=o,CCC(C(N)=O)N1CCCC1=O,Original,,,,,,,,
LEVETIRACETAM INJECTION,0,,1,Most,1,Most,0,,0,,0,,0,,1,,CCC(C(N)=O)N1CCCC1=O,ccc(c(n)=o)n1cccc1=o,CCC(C(N)=O)N1CCCC1=O,Original,,,,,,,,
LEVOBUNOLOL HYDROCHLORIDE,1,Most,1,Most,0,,0,,1,,0,,1,Most,0,,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,cc(c)(c)nc[c@h](o)coc1cccc2c1cccc2=o,CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,Original,,,,,,,,
LEVOCARNITINE ORAL,0,,1,Most,0,,0,,0,,0,,0,,0,,C[N+](C)(C)CC(O)CC(=O)[O-],c[n+](c)(c)cc(o)cc(=o)[o-],C[N+](C)(C)CC(O)CC(=O)[O-],Original,,,,,,,,
LEVOCARNITINE ORAL SOLUTION; LEVOCARNITINE ORAL SOLUTION (SUGUAR FREE) 1 G/10 ML,0,,1,Most,0,,0,,0,,0,,0,,0,,Not found,not found,C[N+](C)(C)C[C@H](O)CC(=O)[O-],ChEMBL,,,,,,,,
LEVOFLOXACIN IN 5% DEXTROSE,1,Most,1,Most,1,Most,0,,1,Most,1,,1,Most,1,Most,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,cc1coc2c(n3ccn(c)cc3)c(f)cc3c(=o)c(c(=o)o)cn1c23,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,Original,,,,,,,,
LEVOLEUCOVORIN CALCIUM,0,,1,Most,0,,0,,0,,0,,1,,1,,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,nc1nc(=o)c2c([nh]1)nc[c@h](cnc1ccc(c(=o)n[c@@h](ccc(=o)o)c(=o)o)cc1)n2c=o,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,Original,,,,,,,,
LEVOLEUCOVORIN INJECTION,0,,1,Most,1,,0,,0,,0,,1,,0,,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,nc1nc2c(c(=o)[nh]1)n(c=o)c(cnc1ccc(c(=o)nc(ccc(=o)o)c(=o)o)cc1)cn2,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,Original,,,,,,,,
LEVOMILNACIPRAN,1,,1,Most,1,Most,0,,0,,0,,0,,0,,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,ccn(cc)c(=o)[c@@]1(c2ccccc2)c[c@h]1cn,CCN(CC)C(=O)[C@@]1(c2ccccc2)C[C@H]1CN,Original,,,,,,,,
LEVOPHED(R) NOREPINEPHRINE BITARTRATE,1,Most,1,Most,1,Most,0,,0,,0,,0,,1,Most,NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,ncc(o)c1ccc(o)c(o)c1.o=c(o)c(o)c(o)c(=o)o,NCC(O)c1ccc(O)c(O)c1.O=C(O)C(O)C(O)C(=O)O,Original,,,,,,,,
LIDOCAINE,1,,1,Most,1,Most,0,,1,,1,,1,Most,0,,CCN(CC)CC(=O)Nc1c(C)cccc1C,ccn(cc)cc(=o)nc1c(c)cccc1c,CCN(CC)CC(=O)Nc1c(C)cccc1C,Original,,,,,,,,
